mean-episode_cost_agent_1,max-path-return_agent_0,last-path-return_agent_1,episodes,mean-episode_cost_agent_0,last-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_0,episode_reward,mean-path-return_agent_1,total-samples
0.0,50.0,50.0,208,0.0,10.0,50.0,5.0,208,25.0,588
0.0,50.0,50.0,209,0.0,10.0,50.0,5.0,209,25.0,590
0.0,50.0,10.0,210,0.0,50.0,50.0,16.666666666666668,210,3.3333333333333335,593
0.0,50.0,50.0,211,0.0,10.0,50.0,3.3333333333333335,211,16.666666666666668,596
0.0,50.0,50.0,212,0.0,10.0,50.0,3.3333333333333335,212,16.666666666666668,599
25.0,50.0,-5.0,213,25.0,-5.0,50.0,-2.5,213,-2.5,601
25.0,50.0,-5.0,214,25.0,-5.0,50.0,-2.5,214,-2.5,603
0.0,50.0,50.0,215,0.0,10.0,50.0,5.0,215,25.0,605
25.0,50.0,-5.0,216,25.0,-5.0,50.0,-2.5,216,-2.5,607
0.0,50.0,50.0,217,0.0,10.0,50.0,5.0,217,25.0,609
0.0,50.0,50.0,218,0.0,10.0,50.0,3.3333333333333335,218,16.666666666666668,612
0.0,50.0,50.0,219,0.0,10.0,50.0,5.0,219,25.0,614
25.0,50.0,-5.0,220,25.0,-5.0,50.0,-2.5,220,-2.5,616
0.0,50.0,50.0,221,0.0,10.0,50.0,3.3333333333333335,221,16.666666666666668,619
0.0,50.0,50.0,222,0.0,10.0,50.0,5.0,222,25.0,621
25.0,50.0,-10.0,223,25.0,-10.0,50.0,-5.0,223,-5.0,623
25.0,50.0,-5.0,224,25.0,-5.0,50.0,-2.5,224,-2.5,625
25.0,50.0,-5.0,225,25.0,-5.0,50.0,-2.5,225,-2.5,627
25.0,50.0,-5.0,226,25.0,-5.0,50.0,-2.5,226,-2.5,629
0.0,50.0,50.0,227,0.0,10.0,50.0,5.0,227,25.0,631
25.0,50.0,-5.0,228,25.0,-5.0,50.0,-2.5,228,-2.5,633
0.0,50.0,50.0,229,0.0,10.0,50.0,3.3333333333333335,229,16.666666666666668,636
25.0,50.0,-5.0,230,25.0,-5.0,50.0,-2.5,230,-2.5,638
25.0,50.0,-5.0,231,25.0,-5.0,50.0,-2.5,231,-2.5,640
25.0,50.0,-5.0,232,25.0,-5.0,50.0,-2.5,232,-2.5,642
25.0,50.0,-5.0,233,25.0,-5.0,50.0,-2.5,233,-2.5,644
25.0,50.0,-5.0,234,25.0,-5.0,50.0,-2.5,234,-2.5,646
25.0,50.0,-5.0,235,25.0,-5.0,50.0,-2.5,235,-2.5,648
25.0,50.0,-5.0,236,25.0,-5.0,50.0,-2.5,236,-2.5,650
25.0,50.0,-5.0,237,25.0,-5.0,50.0,-2.5,237,-2.5,652
25.0,50.0,-5.0,238,25.0,-5.0,50.0,-2.5,238,-2.5,654
0.0,50.0,10.0,239,0.0,50.0,50.0,16.666666666666668,239,3.3333333333333335,657
25.0,50.0,-5.0,240,25.0,-5.0,50.0,-2.5,240,-2.5,659
25.0,50.0,-5.0,241,25.0,-5.0,50.0,-2.5,241,-2.5,661
25.0,50.0,-5.0,242,25.0,-5.0,50.0,-2.5,242,-2.5,663
25.0,50.0,-5.0,243,25.0,-5.0,50.0,-2.5,243,-2.5,665
25.0,50.0,-5.0,244,25.0,-5.0,50.0,-2.5,244,-2.5,667
25.0,50.0,-5.0,245,25.0,-5.0,50.0,-2.5,245,-2.5,669
25.0,50.0,-5.0,246,25.0,-5.0,50.0,-2.5,246,-2.5,671
0.0,50.0,10.0,247,0.0,50.0,50.0,25.0,247,5.0,673
25.0,50.0,-5.0,248,25.0,-5.0,50.0,-2.5,248,-2.5,675
25.0,50.0,-5.0,249,25.0,-5.0,50.0,-2.5,249,-2.5,677
6.666666666666667,50.0,10.0,250,0.0,50.0,50.0,16.666666666666668,250,3.3333333333333335,680
25.0,50.0,-5.0,251,25.0,-5.0,50.0,-2.5,251,-2.5,682
25.0,50.0,-5.0,252,25.0,-5.0,50.0,-2.5,252,-2.5,684
25.0,50.0,-5.0,253,25.0,-5.0,50.0,-2.5,253,-2.5,686
0.0,50.0,10.0,254,0.0,50.0,50.0,16.666666666666668,254,3.3333333333333335,689
0.0,50.0,50.0,255,0.0,10.0,50.0,5.0,255,25.0,691
