max-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_1,episodes,mean-path-return_agent_0,last-path-return_agent_0,episode_reward,last-path-return_agent_1,total-samples
50.0,50.0,16.666666666666668,162,3.3333333333333335,10.0,162,50.0,466
50.0,50.0,16.666666666666668,163,3.3333333333333335,10.0,163,50.0,469
50.0,50.0,3.3333333333333335,164,16.666666666666668,50.0,164,10.0,472
50.0,50.0,3.3333333333333335,165,16.666666666666668,50.0,165,10.0,475
50.0,50.0,16.666666666666668,166,3.3333333333333335,10.0,166,50.0,478
50.0,50.0,16.666666666666668,167,3.3333333333333335,10.0,167,50.0,481
50.0,50.0,3.3333333333333335,168,16.666666666666668,50.0,168,10.0,484
50.0,50.0,16.666666666666668,169,3.3333333333333335,10.0,169,50.0,487
50.0,50.0,3.3333333333333335,170,16.666666666666668,50.0,170,10.0,490
50.0,50.0,3.3333333333333335,171,16.666666666666668,50.0,171,10.0,493
50.0,50.0,-1.6666666666666667,172,-1.6666666666666667,-5.0,172,-5.0,496
50.0,50.0,-2.5,173,-2.5,-5.0,173,-5.0,498
50.0,50.0,3.3333333333333335,174,16.666666666666668,50.0,174,10.0,501
