mean-path-return_agent_1,mean-path-return_agent_0,last-path-return_agent_0,max-path-return_agent_0,max-path-return_agent_1,episode_reward,last-path-return_agent_1,mean-episode_cost_agent_1,mean-episode_cost_agent_0,total-samples,episodes
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,200,50.0,0.0,6.666666666666667,564,200
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,201,50.0,0.0,0.0,567,201
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,202,50.0,0.0,0.0,570,202
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,203,50.0,0.0,6.666666666666667,573,203
-5.0,-5.0,-10.0,50.0,50.0,204,-10.0,25.0,25.0,575,204
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,205,50.0,0.0,6.666666666666667,578,205
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,206,50.0,0.0,6.666666666666667,581,206
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,207,50.0,0.0,6.666666666666667,584,207
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,208,50.0,0.0,6.666666666666667,587,208
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,209,50.0,0.0,3.3333333333333335,590,209
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,210,-5.0,20.0,20.0,593,210
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,211,50.0,0.0,6.666666666666667,596,211
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,212,50.0,0.0,6.666666666666667,599,212
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,213,10.0,0.0,3.3333333333333335,602,213
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,214,50.0,0.0,3.3333333333333335,605,214
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,215,10.0,0.0,0.0,608,215
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,216,10.0,0.0,0.0,611,216
-5.0,-5.0,-10.0,50.0,50.0,217,-10.0,25.0,25.0,613,217
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,218,50.0,0.0,0.0,616,218
-2.5,-2.5,-5.0,50.0,50.0,219,-5.0,25.0,25.0,618,219
-2.5,-2.5,-5.0,50.0,50.0,220,-5.0,25.0,25.0,620,220
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,221,10.0,0.0,0.0,623,221
-5.0,-5.0,-10.0,50.0,50.0,222,-10.0,25.0,25.0,625,222
-5.0,-5.0,-10.0,50.0,50.0,223,-10.0,25.0,25.0,627,223
-2.5,-2.5,-5.0,50.0,50.0,224,-5.0,25.0,25.0,629,224
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,225,10.0,0.0,0.0,632,225
-2.5,-2.5,-5.0,50.0,50.0,226,-5.0,25.0,25.0,634,226
-5.0,-5.0,-10.0,50.0,50.0,227,-10.0,25.0,25.0,636,227
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,228,-5.0,16.666666666666668,16.666666666666668,639,228
-5.0,-5.0,-10.0,50.0,50.0,229,-10.0,25.0,25.0,641,229
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,230,10.0,0.0,0.0,644,230
-2.5,-2.5,-5.0,50.0,50.0,231,-5.0,25.0,25.0,646,231
-2.5,-2.5,-5.0,50.0,50.0,232,-5.0,25.0,25.0,648,232
-2.5,-2.5,-5.0,50.0,50.0,233,-5.0,25.0,25.0,650,233
-2.5,-2.5,-5.0,50.0,50.0,234,-5.0,25.0,25.0,652,234
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,235,-5.0,16.666666666666668,16.666666666666668,655,235
-5.0,-5.0,-10.0,50.0,50.0,236,-10.0,25.0,25.0,657,236
-2.5,-2.5,-5.0,50.0,50.0,237,-5.0,25.0,25.0,659,237
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,238,-5.0,16.666666666666668,16.666666666666668,662,238
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,239,-5.0,16.666666666666668,16.666666666666668,665,239
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,240,50.0,0.0,0.0,668,240
-2.5,-2.5,-5.0,50.0,50.0,241,-5.0,25.0,25.0,670,241
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,242,-5.0,16.666666666666668,16.666666666666668,673,242
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,243,50.0,0.0,0.0,676,243
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,244,50.0,0.0,0.0,679,244
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,245,-5.0,16.666666666666668,16.666666666666668,682,245
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,246,-5.0,16.666666666666668,16.666666666666668,685,246
